03086,"05,12,16,18,26,30",13,1:0:5,1:4:1,2:3:1,2:3:1,3:1:2,3:3,1:5,1:5
03087,"02,03,04,05,24,28",13,1:1:4,2:0:4,4:1:1,2:0:4,2:2:2,2:4,2:4,3:3
03088,"03,10,21,22,24,33",12,2:0:4,4:0:2,4:0:2,2:2:2,4:2:0,4:2,3:3,1:5
03089,"18,19,21,26,27,33",16,2:0:4,2:2:2,4:0:2,3:3:0,4:1:1,6:0,4:2,1:5
04001,"01,02,03,07,10,25",07,0:2:4,1:3:2,5:1:0,1:0:5,1:4:1,1:5,4:2,4:2
04002,"10,12,18,22,30,31",11,1:1:4,2:3:1,5:0:1,2:3:1,3:3:0,4:2,1:5,1:5
04003,"03,05,06,17,26,33",08,0:1:5,1:3:2,5:1:0,2:1:3,3:0:3,3:3,4:2,3:3
04004,"10,19,22,23,25,29",09,0:2:4,3:1:2,5:1:0,3:2:1,0:4:2,5:1,4:2,3:3
04005,"09,11,13,16,17,18",07,0:1:5,4:1:1,3:3:0,0:4:2,2:2:2,2:4,4:2,3:3
04006,"04,12,18,20,23,32",06,1:1:4,3:2:1,4:1:1,2:3:1,2:1:3,4:2,1:5,1:5
04007,"04,12,17,20,25,28",09,3:1:2,2:1:3,2:1:3,2:3:1,1:3:2,4:2,2:4,1:5
04008,"01,07,10,22,32,33",13,0:1:5,3:3:0,6:0:0,2:1:3,1:4:1,3:3,3:3,2:4
04009,"01,09,10,16,22,24",11,3:0:3,3:2:1,2:1:3,1:2:3,2:4:0,2:4,2:4,1:5
04010,"06,07,08,13,14,19",15,0:1:5,4:0:2,5:1:0,0:3:3,1:3:2,1:5,3:3,3:3
04011,"01,04,13,23,28,30",03,1:1:4,2:1:3,5:0:1,3:1:2,1:4:1,3:3,3:3,3:3
04012,"01,07,27,30,31,33",08,2:1:3,2:1:3,2:2:2,4:0:2,3:3:0,4:2,5:1,3:3
04013,"12,14,21,29,30,32",13,1:0:5,3:0:3,3:2:1,3:3:0,3:0:3,4:2,2:4,1:5
04014,"03,07,11,17,20,26",12,0:1:5,3:1:2,4:2:0,1:2:3,1:1:4,3:3,4:2,4:2
04015,"01,03,05,18,22,23",13,1:0:5,2:1:3,4:1:1,1:2:3,2:2:2,3:3,4:2,4:2
04016,"04,07,08,28,30,32",05,0:1:5,1:4:1,5:1:0,3:0:3,1:3:2,3:3,1:5,1:5
04017,"05,12,14,15,25,31",09,0:1:5,4:0:2,4:2:0,2:3:1,2:2:2,2:4,4:2,2:4
04018,"02,05,06,08,28,30",06,1:3:2,2:1:3,3:2:1,2:0:4,2:1:3,2:4,1:5,2:4
04019,"05,10,11,23,24,32",04,1:0:5,3:1:2,5:0:1,3:0:3,1:1:4,3:3,3:3,3:3
04020,"01,02,09,22,28,31",04,0:2:4,3:2:1,3:3:0,2:1:3,1:4:1,3:3,3:3,3:3
04021,"05,09,11,17,26,27",10,1:2:3,4:1:1,4:1:1,2:1:3,2:0:4,3:3,5:1,3:3
04022,"03,10,14,19,20,30",06,0:0:6,3:1:2,5:1:0,1:3:2,2:2:2,3:3,2:4,2:4
04023,"01,08,14,17,19,30",03,3:1:2,1:2:3,3:0:3,1:3:2,1:2:3,3:3,3:3,3:3
04024,"01,13,21,23,25,32",06,1:0:5,3:1:2,4:1:1,3:2:1,1:3:2,4:2,5:1,3:3
04025,"07,08,10,24,29,33",04,0:1:5,4:1:1,4:2:0,3:0:3,2:2:2,3:3,3:3,2:4
04026,"04,10,14,18,28,32",15,1:1:4,2:4:0,3:2:1,2:2:2,1:3:2,3:3,0:6,0:6
04027,"01,05,09,10,18,32",11,3:0:3,1:4:1,1:2:3,1:1:4,2:2:2,2:4,3:3,2:4
04028,"01,02,03,05,10,22",12,3:0:3,2:3:1,2:1:3,0:1:5,1:3:2,1:5,3:3,4:2
04029,"09,13,20,22,24,32",05,1:2:3,2:2:2,4:1:1,2:3:1,2:2:2,4:2,2:4,1:5
04030,"01,07,09,17,26,31",05,1:1:4,3:2:1,4:1:1,2:1:3,1:3:2,3:3,5:1,4:2
04031,"03,06,19,20,21,24",11,0:2:4,2:0:4,5:1:0,1:3:2,4:1:1,4:2,3:3,2:4
04032,"02,05,08,11,15,31",13,0:1:5,4:0:2,4:2:0,1:1:4,1:1:4,1:5,4:2,4:2
04033,"01,04,08,09,19,20",01,1:2:3,1:3:2,2:3:1,0:2:4,1:3:2,2:4,3:3,2:4
04034,"02,07,13,20,27,30",14,1:1:4,2:1:3,3:2:1,2:2:2,2:2:2,3:3,3:3,3:3
04035,"02,08,26,27,30,32",16,3:1:2,3:3:0,1:2:3,4:0:2,2:0:4,4:2,1:5,1:5
04036,"02,13,17,18,26,30",01,3:1:2,1:1:4,3:0:3,2:3:1,2:1:3,4:2,2:4,3:3
04037,"03,04,11,17,20,26",05,2:0:4,2:2:2,3:1:2,1:2:3,1:1:4,3:3,3:3,3:3
04038,"11,16,17,25,28,29",07,2:0:4,4:1:1,2:2:2,3:2:1,0:3:3,4:2,4:2,3:3
04039,"10,16,18,25,26,29",03,3:1:2,5:1:0,0:3:3,3:2:1,1:3:2,4:2,2:4,1:5
04040,"07,17,19,20,21,29",11,1:1:4,1:2:3,3:2:1,1:4:1,1:2:3,5:1,5:1,4:2
04041,"08,10,17,22,25,29",14,2:2:2,2:3:1,2:2:2,2:2:2,0:3:3,4:2,3:3,2:4
04042,"06,10,13,17,18,21",02,2:1:3,2:1:3,2:2:2,0:4:2,3:2:1,3:3,3:3,2:4
04043,"04,09,10,21,22,24",10,2:1:3,3:1:2,2:2:2,1:2:3,3:3:0,3:3,2:4,0:6
04044,"02,06,07,12,31,32",05,0:1:5,4:1:1,6:0:0,2:1:3,2:2:2,2:4,2:4,3:3
04045,"01,12,18,26,27,28",13,1:0:5,4:2:0,4:1:1,3:2:1,3:2:1,4:2,2:4,1:5
04046,"07,15,16,22,23,32",14,0:2:4,3:0:3,6:0:0,2:3:1,1:3:2,3:3,3:3,2:4
04047,"01,07,08,11,27,31",06,1:2:3,4:1:1,3:2:1,2:0:4,1:3:2,2:4,5:1,4:2
04048,"08,09,11,16,17,29",09,2:1:3,1:3:2,3:1:2,1:2:3,1:1:4,2:4,4:2,3:3
04049,"11,12,14,16,25,29",09,3:0:3,1:2:3,2:1:3,2:3:1,1:2:3,2:4,3:3,2:4
04050,"06,07,19,21,25,29",02,2:0:4,1:3:2,4:0:2,2:2:2,2:3:1,4:2,5:1,3:3
04051,"02,03,09,10,15,29",11,1:0:5,3:2:1,5:0:1,1:1:4,3:1:2,1:5,4:2,3:3
04052,"01,12,14,15,17,29",09,2:0:4,1:2:3,2:2:2,1:4:1,2:1:3,2:4,4:2,3:3
04053,"02,03,04,09,24,25",02,0:3:3,3:1:2,5:1:0,2:0:4,3:2:1,2:4,3:3,2:4
04054,"09,11,14,16,27,28",11,1:1:4,1:3:2,5:0:1,2:2:2,2:2:2,2:4,3:3,1:5
04055,"06,08,19,25,29,32",07,0:1:5,3:2:1,4:2:0,3:1:2,1:2:3,4:2,3:3,2:4
04056,"01,20,21,25,29,30",02,2:0:4,3:2:1,2:2:2,3:2:1,2:2:2,5:1,4:2,2:4
04057,"05,21,23,25,28,32",04,2:1:3,4:1:1,3:1:2,4:1:1,1:2:3,5:1,4:2,2:4
04058,"01,08,11,12,27,31",12,0:1:5,2:1:3,4:2:0,2:1:3,2:2:2,2:4,4:2,3:3
04059,"04,07,11,19,23,26",10,1:1:4,4:1:1,3:2:1,2:1:3,0:3:3,3:3,4:2,4:2
04060,"03,05,11,24,27,28",15,1:1:4,2:1:3,1:4:1,3:0:3,3:1:2,3:3,4:2,3:3
04061,"13,16,19,20,23,33",09,0:2:4,4:0:2,5:1:0,2:4:0,1:3:2,4:2,4:2,3:3
04062,"01,12,25,27,28,29",13,0:2:4,0:5:1,5:1:0,4:1:1,2:3:1,4:2,4:2,2:4
04063,"07,10,13,16,27,28",07,2:2:2,3:2:1,3:1:2,2:2:2,1:5:0,2:4,3:3,2:4
04064,"14,15,18,20,27,31",04,1:0:5,4:1:1,3:2:1,2:4:0,3:1:2,4:2,3:3,1:5
04065,"13,14,27,29,32,33",08,2:1:3,2:2:2,2:2:2,4:2:0,2:1:3,4:2,4:2,2:4
04066,"05,13,20,23,24,25",03,1:1:4,1:4:1,5:0:1,3:2:1,1:2:3,4:2,4:2,3:3
04067,"01,06,07,13,16,32",04,1:1:4,1:1:4,4:1:1,1:2:3,1:4:1,1:5,3:3,3:3
04068,"02,08,11,13,24,31",15,1:1:4,2:2:2,2:3:1,2:1:3,1:2:3,2:4,3:3,4:2
04069,"02,11,15,20,22,29",05,2:0:4,3:2:1,4:0:2,1:3:2,1:1:4,3:3,3:3,3:3
04070,"10,12,21,22,30,33",06,1:0:5,5:0:1,1:4:1,2:3:1,4:2:0,4:2,2:4,0:6
04071,"03,08,16,17,21,29",06,1:1:4,4:2:0,4:1:1,1:3:2,2:1:3,3:3,4:2,3:3
04072,"08,15,18,28,30,33",14,1:2:3,2:0:4,1:4:1,3:2:1,4:1:1,4:2,2:4,0:6
04073,"02,07,13,16,23,28",16,1:1:4,1:2:3,3:2:1,2:2:2,0:4:2,2:4,3:3,4:2
04074,"05,06,15,19,26,29",13,0:1:5,4:2:0,3:3:0,2:2:2,2:1:3,3:3,4:2,3:3
04075,"07,18,21,26,27,28",07,1:2:3,3:0:3,1:4:1,3:2:1,3:2:1,5:1,3:3,1:5
04076,"03,05,13,17,25,31",07,0:1:5,4:1:1,4:2:0,2:2:2,1:3:2,3:3,6:0,5:1
04077,"08,09,10,14,16,26",07,0:1:5,3:2:1,3:3:0,1:2:3,1:2:3,1:5,1:5,0:6
04078,"04,05,10,21,24,26",05,2:1:3,2:2:2,4:0:2,2:1:3,2:2:2,3:3,2:4,1:5
04079,"07,13,14,17,19,30",03,0:1:5,2:0:4,6:0:0,1:4:1,1:3:2,3:3,4:2,4:2
04080,"03,08,20,23,24,26",16,0:2:4,3:2:1,4:2:0,3:1:2,2:0:4,4:2,2:4,2:4
04081,"03,05,21,24,27,32",06,2:0:4,2:3:1,2:2:2,3:1:2,4:0:2,4:2,4:2,2:4
04082,"03,20,24,27,29,30",15,3:1:2,2:2:2,2:1:3,4:1:1,4:0:2,5:1,3:3,2:4
04083,"14,16,27,28,30,33",06,2:0:4,1:1:4,3:1:2,4:2:0,3:2:1,4:2,2:4,0:6
04084,"01,04,08,11,21,25",14,0:0:6,4:1:1,6:0:0,1:1:4,1:3:2,2:4,4:2,2:4
04085,"03,08,11,29,30,32",01,2:1:3,3:3:0,3:1:2,3:0:3,2:0:4,3:3,3:3,3:3
04086,"10,13,18,19,25,27",01,0:1:5,2:1:3,5:1:0,2:3:1,2:4:0,4:2,4:2,2:4
04087,"01,03,07,08,25,26",14,1:2:3,2:3:1,4:1:1,2:0:4,1:3:2,2:4,4:2,3:3
04088,"02,10,19,22,24,32",14,0:2:4,2:1:3,4:2:0,2:2:2,1:3:2,4:2,1:5,2:4
04089,"14,17,20,25,28,30",14,0:1:5,2:2:2,4:2:0,3:3:0,1:2:3,5:1,2:4,1:5
04090,"01,18,20,24,32,33",12,1:2:3,2:3:1,3:2:1,3:2:1,3:1:2,5:1,2:4,1:5
04091,"09,13,14,21,30,33",01,1:2:3,2:1:3,4:1:1,2:3:1,4:1:1,3:3,4:2,1:5
04092,"01,04,08,13,28,31",02,1:1:4,2:2:2,3:2:1,2:1:3,0:5:1,2:4,3:3,3:3
04093,"11,14,20,27,32,33",05,0:2:4,0:3:3,3:3:0,3:2:1,2:0:4,4:2,3:3,1:5
04094,"05,09,10,13,24,25",08,0:1:5,2:2:2,4:2:0,2:1:3,2:3:1,2:4,4:2,2:4
04095,"19,22,27,28,30,32",01,0:2:4,1:2:3,6:0:0,4:2:0,2:3:1,6:0,2:4,1:5
04096,"01,04,12,16,20,30",15,1:0:5,3:3:0,4:1:1,1:3:2,2:3:1,2:4,1:5,1:5
04097,"10,19,20,26,29,31",14,1:1:4,3:1:2,2:3:1,3:2:1,0:3:3,5:1,3:3,3:3
04098,"03,12,13,25,26,31",03,2:1:3,3:1:2,3:1:2,3:2:1,2:3:1,3:3,4:2,3:3
04099,"05,10,21,22,26,33",02,1:1:4,3:1:2,5:0:1,2:2:2,2:2:2,4:2,3:3,1:5
04100,"06,08,09,14,24,33",15,1:0:5,2:1:3,3:2:1,2:1:3,4:0:2,2:4,2:4,0:6
04101,"02,09,14,19,25,26",15,2:1:3,1:3:2,3:1:2,2:2:2,1:2:3,3:3,3:3,2:4
04102,"03,09,12,15,28,32",01,1:0:5,2:1:3,3:2:1,2:2:2,4:1:1,2:4,3:3,1:5
04103,"02,03,05,09,16,21",02,2:1:3,3:1:2,2:2:2,0:2:4,3:1:2,1:5,4:2,3:3
04104,"07,11,17,18,24,29",05,0:0:6,5:0:1,5:1:0,2:2:2,2:1:3,4:2,4:2,4:2
04105,"07,09,10,21,23,30",12,1:2:3,2:1:3,2:3:1,2:1:3,3:2:1,3:3,4:2,2:4
04106,"10,15,23,26,28,29",12,2:1:3,3:2:1,3:1:2,4:1:1,1:2:3,4:2,3:3,2:4
04107,"01,08,12,13,18,20",07,0:0:6,5:0:1,6:0:0,0:4:2,2:2:2,2:4,2:4,2:4
04108,"08,13,14,27,28,31",12,2:1:3,2:0:4,3:1:2,3:2:1,1:3:2,3:3,3:3,2:4
04109,"06,08,10,17,30,31",14,2:0:4,4:2:0,3:1:2,2:1:3,2:2:2,3:3,2:4,2:4
04110,"14,19,20,21,22,31",11,1:1:4,3:1:2,5:0:1,1:5:0,1:3:2,5:1,3:3,2:4
04111,"11,16,18,20,26,31",02,2:0:4,2:1:3,3:1:2,2:3:1,1:2:3,4:2,2:4,2:4
04112,"09,13,15,21,26,33",06,1:1:4,1:2:3,3:2:1,2:3:1,4:1:1,3:3,5:1,1:5
04113,"08,10,23,25,31,32",07,0:1:5,2:3:1,2:4:0,4:0:2,0:3:3,4:2,3:3,2:4
04114,"01,06,09,17,21,22",01,0:2:4,3:1:2,4:2:0,0:3:3,3:2:1,3:3,4:2,2:4
04115,"02,16,20,30,31,33",01,0:1:5,3:2:1,3:3:0,3:2:1,2:2:2,4:2,2:4,2:4
04116,"01,03,05,08,14,33",03,1:1:4,2:1:3,3:2:1,1:1:4,2:1:3,1:5,4:2,3:3
04117,"01,03,07,14,24,25",07,3:0:3,4:2:0,2:1:3,2:1:3,2:3:1,2:4,4:2,3:3
04118,"03,04,07,12,30,31",15,2:0:4,3:1:2,3:1:2,2:1:3,3:3:0,2:4,3:3,3:3
04119,"06,09,18,20,25,33",06,0:1:5,1:2:3,5:1:0,2:2:2,4:1:1,4:2,3:3,0:6
04120,"07,08,18,21,27,32",10,1:1:4,2:1:3,1:4:1,2:2:2,3:1:2,4:2,3:3,1:5
04121,"07,13,16,18,30,32",10,3:0:3,1:2:3,3:0:3,2:3:1,2:3:1,3:3,2:4,2:4
04122,"03,11,14,22,24,31",15,0:0:6,3:2:1,4:2:0,2:2:2,2:2:2,3:3,3:3,3:3
05001,"01,07,08,23,27,28",14,0:1:5,3:3:0,5:1:0,3:0:3,1:3:2,3:3,4:2,3:3
05002,"06,09,20,26,28,33",14,1:0:5,2:1:3,2:3:1,3:1:2,3:1:2,4:2,2:4,0:6
05003,"09,12,15,19,22,31",16,1:0:5,4:1:1,4:1:1,1:4:1,3:3:0,3:3,4:2,2:4
05004,"01,04,08,09,22,23",03,2:0:4,2:3:1,2:2:2,1:1:4,1:3:2,2:4,3:3,2:4
05005,"05,09,20,26,28,33",15,1:0:5,2:1:3,4:1:1,3:1:2,2:1:3,4:2,3:3,1:5
05006,"02,04,05,15,21,31",16,1:1:4,4:1:1,3:2:1,1:2:3,2:2:2,2:4,4:2,3:3
05007,"07,15,17,20,23,33",15,1:2:3,1:3:2,4:1:1,2:3:1,2:1:3,4:2,5:1,3:3
05008,"11,19,22,27,32,33",11,1:0:5,2:2:2,2:3:1,3:2:1,2:2:2,5:1,4:2,2:4
05009,"02,17,22,27,29,31",14,2:1:3,3:2:1,3:1:2,3:2:1,1:2:3,5:1,4:2,4:2
05010,"08,10,11,18,25,26",01,0:1:5,3:0:3,4:2:0,2:1:3,1:2:3,3:3,2:4,1:5
05011,"09,11,13,15,22,30",15,1:1:4,2:3:1,4:1:1,1:3:2,3:2:1,2:4,4:2,2:4
05012,"02,03,06,16,22,31",05,1:0:5,3:2:1,3:2:1,1:2:3,2:3:1,2:4,2:4,3:3
05013,"07,08,16,19,20,24",06,1:0:5,3:0:3,4:1:1,1:3:2,1:3:2,3:3,2:4,2:4
05014,"13,19,21,23,30,32",05,1:0:5,4:0:2,3:2:1,3:3:0,2:2:2,5:1,4:2,3:3
05015,"04,08,09,16,17,29",15,0:2:4,2:0:4,5:1:0,1:2:3,1:2:3,2:4,3:3,2:4
05016,"01,05,06,12,16,30",15,1:1:4,4:1:1,3:2:1,1:2:3,3:2:1,1:5,2:4,2:4
05017,"02,06,10,25,27,31",03,1:0:5,2:0:4,3:2:1,3:0:3,2:3:1,3:3,3:3,2:4
05018,"01,03,06,22,23,25",06,2:1:3,3:2:1,2:2:2,2:1:3,2:3:1,3:3,4:2,3:3
05019,"06,11,12,13,19,22",08,2:0:4,1:2:3,4:0:2,0:4:2,2:3:1,2:4,3:3,3:3
05020,"14,16,19,20,25,29",05,1:1:4,3:3:0,3:2:1,2:4:0,0:3:3,4:2,3:3,2:4
05021,"02,06,24,26,30,31",16,0:1:5,2:2:2,3:3:0,4:0:2,3:1:2,4:2,1:5,2:4
05022,"08,10,12,21,32,33",04,0:0:6,4:0:2,5:1:0,2:2:2,3:1:2,3:3,2:4,0:6
